"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2015","7,977.40","7,985.05","8,026.00","7,946.95","11.17M","-0.15%"
"11/05/2015","7,989.40","8,053.20","8,055.00","7,975.10","10.69M","-1.00%"
"11/04/2015","8,070.05","8,132.55","8,145.00","8,057.65","8.77M","-0.21%"
"11/03/2015","8,087.25","8,105.15","8,129.70","8,055.70","8.21M","0.14%"
"11/02/2015","8,076.15","8,073.00","8,088.00","8,022.25","8.81M","-0.23%"
"10/30/2015","8,094.70","8,142.05","8,182.00","8,066.20","12.07M","-0.21%"
"10/29/2015","8,111.75","8,166.00","8,168.95","8,106.40","12.11M","-0.76%"
"10/28/2015","8,173.60","8,204.00","8,225.00","8,140.75","13.67M","-0.86%"
"10/27/2015","8,244.25","8,237.00","8,254.70","8,225.00","9.57M","-0.23%"
"10/26/2015","8,263.60","8,400.00","8,723.85","8,257.10","9.30M","-0.49%"
"10/23/2015","8,304.15","8,321.55","8,339.95","8,286.20","8.89M","-0.12%"
"10/22/2015","8,314.00","8,226.00","8,324.75","8,218.00","","0.63%"
"10/21/2015","8,262.30","8,254.90","8,298.00","8,215.50","10.60M","0.10%"
"10/20/2015","8,253.90","8,273.55","8,288.50","8,226.10","8.01M","-0.20%"
"10/19/2015","8,270.75","8,260.00","8,282.60","8,242.25","7.54M","0.14%"
"10/16/2015","8,259.45","8,191.55","8,266.85","8,151.00","11.26M","0.88%"
"10/15/2015","8,187.00","8,164.00","8,206.90","8,141.00","9.69M","0.81%"
"10/14/2015","8,121.40","8,110.00","8,148.00","8,107.15","8.49M","-0.21%"
"10/13/2015","8,138.80","8,146.60","8,162.45","8,093.60","10.91M","-0.13%"
"10/12/2015","8,149.60","8,226.65","8,247.00","8,136.50","10.05M","-0.68%"
"10/09/2015","8,205.35","8,207.70","8,248.90","8,152.55","12.71M","0.59%"
"10/08/2015","8,157.25","8,199.00","8,199.00","8,127.35","9.50M","-0.46%"
"10/07/2015","8,194.65","8,163.00","8,204.70","8,142.15","11.01M","0.42%"
"10/06/2015","8,160.55","8,190.20","8,190.20","8,105.05","11.08M","0.34%"
"10/05/2015","8,132.80","8,034.95","8,145.00","8,030.55","11.90M","1.59%"
"10/02/2015","8,005.25","7,961.00","8,008.50","7,891.50","","0.35%"
"10/01/2015","7,976.95","8,034.00","8,037.00","7,952.10","11.74M","-0.04%"
"09/30/2015","7,980.35","7,929.00","7,989.80","7,894.00","13.34M","1.33%"
"09/29/2015","7,875.85","7,720.00","7,969.90","7,705.00","23.13M","0.64%"
"09/28/2015","7,825.50","7,890.15","7,929.80","7,817.80","10.29M","-0.55%"
"09/24/2015","7,868.50","7,826.50","7,896.00","7,797.15","16.74M","0.17%"
"09/23/2015","7,855.45","7,718.00","7,889.00","7,713.95","17.83M","0.75%"
"09/22/2015","7,797.10","8,011.35","8,013.90","7,776.40","21.77M","-2.29%"
"09/21/2015","7,980.05","7,912.50","7,992.00","7,902.00","14.42M","-0.03%"
"09/18/2015","7,982.55","7,965.00","8,059.00","7,954.40","18.03M","-0.16%"
"09/17/2015","7,995.25","7,964.25","8,049.75","7,929.00","","1.25%"
"09/16/2015","7,896.30","7,897.00","7,919.00","7,852.45","11.21M","0.87%"
"09/15/2015","7,828.55","7,869.00","7,887.90","7,801.00","10.66M","-0.59%"
"09/14/2015","7,875.20","7,798.70","7,888.80","7,765.50","10.27M","1.10%"
"09/11/2015","7,789.35","7,842.20","7,878.00","7,760.00","13.49M","-0.24%"
"09/10/2015","7,808.25","7,735.00","7,838.00","7,690.05","16.30M","-0.24%"
"09/09/2015","7,826.70","7,838.00","7,865.00","7,783.10","17.17M","1.39%"
"09/08/2015","7,719.40","7,592.00","7,752.90","7,558.10","17.40M","1.91%"
"09/07/2015","7,574.50","7,677.75","7,725.70","7,560.10","13.72M","-1.17%"
"09/04/2015","7,664.35","7,799.70","7,800.00","7,632.20","19.53M","-2.27%"
"09/03/2015","7,842.55","7,794.90","7,869.45","7,759.00","12.29M","1.30%"
"09/02/2015","7,742.15","7,860.00","7,874.10","7,721.30","17.41M","-0.73%"
"09/01/2015","7,798.80","7,926.25","7,946.50","7,751.40","17.04M","-2.52%"
"08/31/2015","8,000.05","7,993.00","8,068.40","7,961.00","13.47M","-0.28%"
"08/28/2015","8,022.70","8,101.10","8,125.00","7,983.15","17.00M","0.93%"
"08/27/2015","7,948.95","7,891.35","7,963.25","7,856.15","18.27M","1.90%"
"08/26/2015","7,800.70","7,860.00","7,939.00","7,785.10","18.80M","-1.21%"
"08/25/2015","7,896.20","7,894.75","7,926.25","7,665.00","24.48M","1.15%"
"08/24/2015","7,806.35","8,010.10","8,074.00","7,771.00","33.59M","-6.02%"
"08/21/2015","8,306.35","8,280.00","8,324.90","8,222.00","16.95M","-0.88%"
"08/20/2015","8,380.05","8,468.00","8,506.35","8,358.40","14.29M","-1.47%"
"08/19/2015","8,505.40","8,460.00","8,534.65","8,426.75","9.51M","0.28%"
"08/18/2015","8,481.70","8,504.95","8,531.95","8,437.25","9.37M","-0.07%"
"08/17/2015","8,488.05","8,529.15","8,540.55","8,411.00","11.24M","-0.64%"
"08/14/2015","8,542.70","8,444.90","8,553.00","8,402.10","13.36M","1.93%"
"08/13/2015","8,381.00","8,405.05","8,445.00","8,357.00","11.55M","0.19%"
"08/12/2015","8,365.45","8,452.30","8,457.00","8,355.00","12.96M","-1.48%"
"08/11/2015","8,490.80","8,545.30","8,560.00","8,461.50","10.43M","-0.63%"
"08/10/2015","8,544.30","8,588.90","8,647.90","8,503.00","9.29M","-0.58%"
"08/07/2015","8,594.10","8,599.00","8,619.00","8,575.20","5.62M","-0.24%"
"08/06/2015","8,615.00","8,594.40","8,641.05","8,566.50","7.54M","0.26%"
"08/05/2015","8,592.65","8,556.00","8,618.00","8,551.00","7.51M","0.53%"
"08/04/2015","8,547.55","8,570.00","8,577.80","8,450.00","14.37M","-0.17%"
"08/03/2015","8,561.70","8,558.00","8,590.00","8,550.00","5.27M","-0.09%"
"07/31/2015","8,569.65","8,483.40","8,579.95","8,477.65","10.60M","1.76%"
"07/30/2015","8,421.80","8,401.00","8,459.95","8,401.00","12.49M","0.53%"
"07/29/2015","8,377.65","8,385.50","8,388.00","8,336.85","11.31M","0.32%"
"07/28/2015","8,350.95","8,373.25","8,411.00","8,331.00","13.29M","-0.26%"
"07/27/2015","8,372.80","8,504.90","8,504.90","8,365.00","13.53M","-1.89%"
"07/24/2015","8,534.35","8,598.25","8,598.25","8,524.15","7.99M","-0.81%"
"07/23/2015","8,603.70","8,650.00","8,667.00","8,580.55","10.65M","-0.52%"
"07/22/2015","8,648.40","8,500.20","8,664.75","8,491.00","12.47M","1.21%"
"07/21/2015","8,545.00","8,621.55","8,649.85","8,532.30","9.77M","-0.96%"
"07/20/2015","8,628.25","8,625.50","8,647.70","8,576.65","7.43M","0.04%"
"07/17/2015","8,625.05","8,640.00","8,652.80","8,610.00","6.71M","-0.02%"
"07/16/2015","8,626.65","8,560.25","8,633.90","8,541.00","9.56M","0.99%"
"07/15/2015","8,542.05","8,464.00","8,549.75","8,464.00","9.51M","0.90%"
"07/14/2015","8,465.90","8,489.80","8,503.55","8,440.00","9.34M","-0.19%"
"07/13/2015","8,481.95","8,401.65","8,493.90","8,360.55","13.11M","1.15%"
"07/10/2015","8,385.55","8,380.15","8,402.75","8,326.05","10.35M","0.47%"
"07/09/2015","8,346.10","8,390.00","8,416.00","8,332.00","9.96M","-0.38%"
"07/08/2015","8,378.00","8,449.00","8,464.00","8,342.40","20.54M","-1.63%"
"07/07/2015","8,516.60","8,536.00","8,561.05","8,481.10","10.52M","-0.25%"
"07/06/2015","8,537.75","8,418.00","8,547.70","8,389.20","14.71M","0.59%"
"07/03/2015","8,488.00","8,440.00","8,497.00","8,405.65","9.12M","0.59%"
"07/02/2015","8,438.30","8,474.90","8,477.90","8,426.00","9.23M","-0.20%"
"07/01/2015","8,455.20","8,370.00","8,480.00","8,360.25","11.30M","0.92%"
"06/30/2015","8,377.80","8,319.00","8,388.00","8,293.05","10.95M","0.70%"
"06/29/2015","8,319.15","8,262.25","8,334.00","8,191.40","17.15M","-0.75%"
"06/26/2015","8,381.65","8,361.00","8,414.00","8,340.00","11.20M","-0.19%"
"06/25/2015","8,398.00","8,340.00","8,433.00","8,332.15","12.86M","0.57%"
"06/24/2015","8,350.30","8,386.25","8,418.85","8,322.25","11.65M","-0.32%"
"06/23/2015","8,377.40","8,364.00","8,397.90","8,330.15","10.40M","0.29%"
"06/22/2015","8,353.15","8,265.55","8,375.00","8,251.00","14.09M","1.40%"
"06/19/2015","8,237.60","8,181.00","8,250.25","8,181.00","11.43M","0.98%"
"06/18/2015","8,157.55","8,099.00","8,178.70","8,089.45","13.70M","0.97%"
"06/17/2015","8,079.05","8,095.15","8,127.00","8,042.10","13.46M","0.40%"
"06/16/2015","8,047.00","7,988.00","8,063.80","7,946.25","11.22M","0.47%"
"06/15/2015","8,009.20","7,968.00","8,065.00","7,944.00","12.56M","0.38%"
"06/12/2015","7,978.70","7,949.00","7,994.00","7,931.00","10.18M","0.24%"
"06/11/2015","7,959.20","8,151.35","8,156.00","7,950.00","17.44M","-1.98%"
"06/10/2015","8,120.05","8,025.30","8,154.00","8,011.00","12.94M","1.11%"
"06/09/2015","8,030.60","8,024.70","8,064.00","8,001.10","9.64M","-0.17%"
"06/08/2015","8,044.20","8,113.00","8,127.75","8,031.35","9.42M","-0.86%"
"06/05/2015","8,114.25","8,113.90","8,200.00","8,101.45","13.51M","-0.34%"
"06/04/2015","8,141.60","8,137.00","8,164.75","8,055.25","11.82M","0.06%"
"06/03/2015","8,136.35","8,204.70","8,222.00","8,098.70","13.23M","-1.08%"
"06/02/2015","8,225.35","8,436.00","8,438.90","8,210.95","20.75M","-2.45%"
"06/01/2015","8,431.65","8,450.00","8,484.80","8,421.00","7.75M","-0.32%"
"05/29/2015","8,458.65","8,324.00","8,472.00","8,308.50","17.01M","1.68%"
"05/28/2015","8,319.00","8,348.00","8,365.50","8,260.10","13.40M","-0.15%"
"05/27/2015","8,331.75","8,294.00","8,344.95","8,272.40","11.51M","-0.07%"
"05/26/2015","8,337.90","8,371.95","8,371.95","8,310.25","8.85M","-0.37%"
"05/25/2015","8,368.45","8,439.80","8,443.00","8,351.15","9.41M","-0.99%"
"05/22/2015","8,452.05","8,401.15","8,488.60","8,401.15","9.29M","0.39%"
"05/21/2015","8,419.10","8,436.35","8,444.00","8,380.55","9.02M","-0.06%"
"05/20/2015","8,424.30","8,387.65","8,449.75","8,376.30","10.34M","0.69%"
"05/19/2015","8,366.30","8,301.20","8,437.00","8,264.70","13.82M","-0.08%"
"05/18/2015","8,372.80","8,283.00","8,384.95","8,265.25","10.29M","1.35%"
"05/15/2015","8,261.20","8,255.55","8,296.00","8,215.00","8.89M","0.28%"
"05/14/2015","8,237.80","8,245.10","8,255.00","8,143.00","14.01M","-0.16%"
"05/13/2015","8,250.75","8,180.00","8,279.90","8,096.05","22.34M","1.47%"
"05/12/2015","8,131.25","8,329.00","8,332.00","8,118.90","16.77M","-2.53%"
"05/11/2015","8,342.15","8,256.35","8,356.85","8,242.60","10.71M","1.60%"
"05/08/2015","8,210.55","8,144.70","8,247.00","8,134.70","13.87M","1.59%"
"05/07/2015","8,082.15","8,087.70","8,148.70","8,020.55","16.59M","-0.49%"
"05/06/2015","8,121.75","8,344.70","8,345.05","8,111.30","21.95M","-2.87%"
"05/05/2015","8,361.70","8,350.10","8,397.50","8,309.15","11.12M","-0.13%"
"05/04/2015","8,372.25","8,252.10","8,387.70","8,250.20","12.46M","1.98%"
"05/01/2015","8,209.50","8,217.00","8,221.50","8,200.25","","0.34%"
"04/30/2015","8,181.50","8,214.95","8,225.00","8,136.80","20.35M","-0.69%"
"04/29/2015","8,238.25","8,222.30","8,319.30","8,220.10","16.07M","-0.65%"
"04/28/2015","8,292.40","8,210.00","8,324.05","8,193.00","16.22M","0.84%"
"04/27/2015","8,223.00","8,340.10","8,347.90","8,211.00","13.39M","-1.15%"
"04/24/2015","8,318.80","8,406.95","8,409.00","8,280.90","13.19M","-1.03%"
"04/23/2015","8,405.35","8,500.00","8,529.95","8,364.50","17.16M","-0.66%"
"04/22/2015","8,461.20","8,428.90","8,483.95","8,298.30","18.00M","0.72%"
"04/21/2015","8,400.45","8,439.90","8,501.00","8,376.00","14.83M","-0.82%"
"04/20/2015","8,469.90","8,638.00","8,643.00","8,446.35","14.91M","-1.96%"
"04/17/2015","8,638.85","8,704.70","8,724.95","8,627.00","9.42M","-1.00%"
"04/16/2015","8,726.15","8,780.00","8,788.00","8,671.50","13.70M","-0.68%"
"04/15/2015","8,786.15","8,847.90","8,873.65","8,757.80","9.43M","-0.47%"
"04/14/2015","8,827.75","8,864.25","8,872.25","8,813.25","","-0.31%"
"04/13/2015","8,855.45","8,820.05","8,872.20","8,790.30","8.64M","0.50%"
"04/10/2015","8,811.45","8,801.20","8,823.00","8,771.00","6.30M","0.00%"
"04/09/2015","8,811.10","8,797.90","8,820.00","8,716.25","11.75M","0.55%"
"04/08/2015","8,762.65","8,749.60","8,778.65","8,716.10","9.11M","0.59%"
"04/07/2015","8,711.30","8,711.65","8,733.00","8,616.90","13.53M","0.25%"
"04/06/2015","8,689.80","8,662.35","8,696.90","8,607.00","8.97M","0.12%"
"04/03/2015","8,679.75","8,684.25","8,689.25","8,674.00","","0.53%"
"04/02/2015","8,634.25","8,666.75","8,705.25","8,631.75","","0.01%"
"04/01/2015","8,633.10","8,531.10","8,645.55","8,512.00","10.42M","1.15%"
"03/31/2015","8,534.75","8,582.35","8,605.05","8,498.25","9.94M","-0.27%"
"03/30/2015","8,557.50","8,474.75","8,570.00","8,452.35","10.16M","1.45%"
"03/27/2015","8,434.90","8,465.25","8,484.85","8,357.00","12.42M","1.11%"
"03/26/2015","8,342.15","8,489.00","8,499.90","8,328.75","16.34M","-2.26%"
"03/25/2015","8,535.00","8,580.10","8,587.70","8,522.45","12.66M","-0.45%"
"03/24/2015","8,573.85","8,551.25","8,653.35","8,548.00","18.20M","0.10%"
"03/23/2015","8,565.00","8,619.95","8,625.00","8,552.75","8.11M","-0.43%"
"03/20/2015","8,602.05","8,630.05","8,647.00","8,578.30","11.01M","-0.39%"
"03/19/2015","8,635.85","8,765.50","8,815.00","8,612.15","17.05M","-0.79%"
"03/18/2015","8,704.70","8,775.00","8,775.00","8,686.80","10.24M","-0.41%"
"03/17/2015","8,740.20","8,714.90","8,764.90","8,645.15","15.16M","0.86%"
"03/16/2015","8,665.60","8,670.00","8,694.00","8,640.05","7.73M","-0.10%"
"03/13/2015","8,674.40","8,873.90","8,873.90","8,652.15","16.98M","-1.57%"
"03/12/2015","8,813.05","8,800.05","8,824.40","8,772.15","7.90M","0.70%"
"03/11/2015","8,752.15","8,760.00","8,809.90","8,727.00","10.52M","-0.09%"
"03/10/2015","8,760.30","8,785.05","8,815.20","8,712.80","12.05M","-0.28%"
"03/09/2015","8,784.85","8,855.25","8,934.70","8,768.30","14.90M","-2.22%"
"03/06/2015","8,984.25","8,955.00","9,007.75","8,955.00","","-0.05%"
"03/05/2015","8,988.75","8,957.10","9,012.40","8,882.00","12.75M","0.36%"
"03/04/2015","8,956.35","9,148.00","9,191.00","8,926.00","15.47M","-1.09%"
"03/03/2015","9,054.85","9,000.00","9,063.70","8,971.00","10.85M","0.60%"
"03/02/2015","9,000.70","9,025.15","9,033.00","8,944.10","12.98M","0.40%"
"02/28/2015","8,964.65","8,960.55","8,993.25","8,791.00","27.57M","0.84%"
"02/27/2015","8,889.95","8,769.00","8,900.00","8,752.30","13.76M","2.37%"
"02/26/2015","8,683.85","8,781.10","8,781.10","8,671.15","15.78M","-0.95%"
"02/25/2015","8,767.15","8,825.00","8,847.90","8,750.10","15.14M","-0.07%"
"02/24/2015","8,773.30","8,760.00","8,814.00","8,726.00","15.30M","0.23%"
"02/23/2015","8,753.45","8,945.00","8,945.00","8,735.20","16.52M","-1.08%"
"02/20/2015","8,849.45","8,905.25","8,920.00","8,830.20","13.67M","-0.75%"
"02/19/2015","8,916.15","8,900.00","8,939.00","8,802.55","12.96M","0.28%"
"02/18/2015","8,891.30","8,848.00","8,927.70","8,837.55","8.80M","0.61%"
"02/17/2015","8,837.25","8,831.00","8,844.00","8,807.75","","-0.09%"
"02/16/2015","8,845.05","8,868.65","8,904.95","8,829.10","9.29M","0.04%"
"02/13/2015","8,841.55","8,785.00","8,870.65","8,762.70","11.01M","1.02%"
"02/12/2015","8,752.20","8,720.00","8,770.00","8,626.00","12.23M","0.94%"
"02/11/2015","8,670.90","8,655.15","8,698.00","8,610.75","9.28M","0.69%"
"02/10/2015","8,611.40","8,499.95","8,683.50","8,498.10","17.00M","0.57%"
"02/09/2015","8,562.90","8,639.95","8,644.00","8,553.25","11.77M","-1.71%"
"02/06/2015","8,711.90","8,738.00","8,763.85","8,695.50","9.86M","-0.45%"
"02/05/2015","8,751.30","8,764.90","8,891.90","8,718.25","14.26M","-0.29%"
"02/04/2015","8,776.35","8,846.10","8,854.00","8,755.00","9.87M","-0.38%"
"02/03/2015","8,809.90","8,895.00","8,908.80","8,780.00","12.04M","-0.56%"
"02/02/2015","8,859.65","8,849.70","8,925.00","8,805.45","10.53M","-0.15%"
"01/30/2015","8,872.65","9,005.00","9,029.50","8,827.40","14.75M","-0.89%"
"01/29/2015","8,952.35","8,891.00","8,963.85","8,862.30","17.12M","0.54%"
"01/28/2015","8,904.65","8,908.70","8,994.00","8,868.50","20.25M","-0.20%"
"01/27/2015","8,922.65","8,870.00","8,938.80","8,837.55","14.74M","0.46%"
"01/26/2015","8,882.00","8,899.25","8,931.50","8,865.50","","0.43%"
"01/23/2015","8,844.40","8,849.40","8,875.85","8,810.50","10.19M","0.74%"
"01/22/2015","8,779.15","8,766.00","8,790.00","8,750.10","8.91M","0.47%"
"01/21/2015","8,738.50","8,741.15","8,760.00","8,707.45","10.00M","0.24%"
"01/20/2015","8,717.15","8,591.25","8,731.00","8,591.25","12.63M","1.67%"
"01/19/2015","8,574.10","8,566.25","8,588.00","8,543.00","7.54M","0.46%"
"01/16/2015","8,535.05","8,500.00","8,554.90","8,473.20","10.00M","0.23%"
"01/15/2015","8,515.05","8,470.00","8,564.15","8,427.60","20.81M","2.50%"
"01/14/2015","8,307.35","8,337.50","8,348.15","8,244.00","12.56M","-0.11%"
"01/13/2015","8,316.50","8,385.00","8,388.90","8,279.45","10.25M","-0.53%"
"01/12/2015","8,360.55","8,304.00","8,368.00","8,271.35","9.80M","0.54%"
"01/09/2015","8,315.50","8,306.35","8,334.00","8,205.00","14.91M","0.71%"
"01/08/2015","8,257.25","8,209.00","8,274.90","8,193.10","10.24M","1.42%"
"01/07/2015","8,141.85","8,150.00","8,184.00","8,096.00","12.85M","-0.20%"
"01/06/2015","8,157.90","8,422.00","8,422.00","8,000.00","20.20M","-3.15%"
"01/05/2015","8,422.85","8,452.35","8,492.00","8,406.00","9.07M","-0.42%"
"01/02/2015","8,458.40","8,352.25","8,470.90","8,352.25","9.61M","1.37%"
"01/01/2015","8,343.80","8,320.00","8,356.00","8,295.20","3.80M","0.07%"
"12/31/2014","8,337.85","8,326.60","8,356.35","8,313.25","5.21M","0.24%"
"12/30/2014","8,317.95","8,324.00","8,331.50","8,281.75","5.34M","0.02%"
"12/29/2014","8,316.45","8,285.00","8,356.85","8,285.00","6.40M","0.52%"
"12/26/2014","8,273.75","8,274.90","8,319.00","8,212.50","8.24M","1.22%"
"12/24/2014","8,174.10","8,275.00","8,286.80","8,165.10","16.11M","-1.18%"
"12/23/2014","8,271.55","8,335.00","8,370.95","8,256.75","17.24M","-0.75%"
"12/22/2014","8,334.20","8,261.00","8,345.50","8,237.35","11.36M","1.15%"
"12/19/2014","8,239.85","8,237.00","8,277.00","8,226.00","12.56M","0.72%"
"12/18/2014","8,180.80","8,145.00","8,196.70","8,103.90","12.18M","1.49%"
"12/17/2014","8,060.85","8,095.15","8,120.00","8,007.85","16.80M","-0.68%"
"12/16/2014","8,116.00","8,218.80","8,227.95","8,101.10","17.45M","-1.83%"
"12/15/2014","8,267.20","8,232.00","8,288.00","8,230.05","8.53M","-0.12%"
"12/12/2014","8,276.90","8,346.95","8,363.00","8,266.90","10.38M","-0.78%"
"12/11/2014","8,342.10","8,370.00","8,394.40","8,316.00","10.83M","-0.77%"
"12/10/2014","8,406.80","8,368.80","8,429.90","8,367.70","8.38M","0.16%"
"12/09/2014","8,393.45","8,459.00","8,477.50","8,383.00","11.25M","-1.13%"
"12/08/2014","8,489.75","8,575.00","8,589.00","8,483.25","10.09M","-1.08%"
"12/05/2014","8,582.55","8,619.80","8,622.00","8,567.90","5.12M","-0.27%"
"12/04/2014","8,605.75","8,619.75","8,628.85","8,560.70","8.01M","0.31%"
"12/03/2014","8,578.75","8,574.95","8,594.00","8,545.00","6.89M","0.04%"
"12/02/2014","8,575.35","8,583.95","8,601.75","8,540.00","10.14M","-0.24%"
"12/01/2014","8,595.90","8,630.00","8,659.95","8,588.60","8.03M","-0.49%"
"11/28/2014","8,638.35","8,576.10","8,668.00","8,575.00","9.75M","1.70%"
"11/27/2014","8,494.20","8,484.00","8,499.00","8,456.80","10.52M","0.17%"
"11/26/2014","8,479.40","8,460.05","8,513.40","8,443.90","11.20M","0.15%"
"11/25/2014","8,466.50","8,539.00","8,540.00","8,437.05","15.71M","-0.81%"
"11/24/2014","8,535.50","8,528.65","8,539.90","8,505.70","7.38M","0.51%"
"11/21/2014","8,492.40","8,420.50","8,512.90","8,412.00","9.87M","0.86%"
"11/20/2014","8,420.35","8,420.15","8,428.90","8,371.10","7.93M","0.13%"
"11/19/2014","8,409.55","8,465.45","8,469.90","8,386.00","8.42M","-0.50%"
"11/18/2014","8,451.90","8,451.00","8,469.40","8,432.10","5.81M","-0.01%"
"11/17/2014","8,452.95","8,406.30","8,464.90","8,371.00","8.58M","0.43%"
"11/14/2014","8,416.65","8,388.00","8,428.80","8,368.25","6.89M","0.44%"
"11/13/2014","8,380.10","8,430.50","8,431.00","8,350.05","9.64M","-0.46%"
"11/12/2014","8,418.80","8,409.65","8,447.90","8,402.00","8.37M","0.27%"
"11/11/2014","8,395.85","8,393.00","8,407.45","8,352.65","7.06M","0.20%"
"11/10/2014","8,379.50","8,398.00","8,416.55","8,337.30","7.50M","-0.03%"
"11/07/2014","8,381.65","8,385.00","8,395.00","8,325.90","7.43M","-0.27%"
"11/06/2014","8,404.25","8,391.00","8,421.25","8,388.25","","0.29%"
"11/05/2014","8,380.15","8,383.00","8,412.85","8,361.10","8.68M","-0.15%"
"11/04/2014","8,392.75","8,365.75","8,410.25","8,353.25","","0.38%"
"11/03/2014","8,361.05","8,374.90","8,388.70","8,346.70","7.05M","0.10%"
"10/31/2014","8,352.70","8,234.95","8,358.30","8,224.95","13.31M","2.25%"
"10/30/2014","8,169.20","8,082.75","8,172.25","8,082.70","13.01M","0.99%"
"10/29/2014","8,089.15","8,081.25","8,095.00","8,057.00","10.18M","0.61%"
"10/28/2014","8,040.35","8,010.05","8,051.40","8,003.10","10.94M","0.53%"
"10/27/2014","7,998.00","8,061.50","8,061.50","7,993.00","8.49M","-0.26%"
"10/24/2014","8,018.50","8,021.50","8,038.50","8,012.25","","-0.07%"
"10/23/2014","8,023.85","8,036.15","8,039.50","8,014.95","1.58M","0.13%"
"10/22/2014","8,013.80","8,010.10","8,022.55","7,992.10","8.94M","0.85%"
"10/21/2014","7,946.40","7,915.50","7,959.00","7,890.65","13.33M","0.62%"
"10/20/2014","7,897.25","7,920.00","7,940.15","7,882.05","12.43M","1.03%"
"10/17/2014","7,817.05","7,804.00","7,872.65","7,752.20","14.87M","0.50%"
"10/16/2014","7,778.10","7,869.95","7,919.20","7,757.10","14.28M","-2.25%"
"10/15/2014","7,957.00","7,932.00","7,964.00","7,907.00","","0.78%"
"10/14/2014","7,895.25","7,952.00","7,952.00","7,845.55","12.44M","-0.20%"
"10/13/2014","7,911.40","7,835.00","7,929.90","7,817.35","10.62M","0.31%"
"10/10/2014","7,886.80","7,927.00","7,948.00","7,870.20","13.42M","-1.30%"
"10/09/2014","7,990.35","7,936.00","8,008.55","7,922.30","10.47M","1.20%"
"10/08/2014","7,895.50","7,870.00","7,919.00","7,855.00","9.89M","0.06%"
"10/07/2014","7,890.90","7,929.95","7,970.00","7,883.25","9.10M","-0.46%"
"10/06/2014","7,927.00","7,914.25","7,944.50","7,889.00","","0.63%"
"10/03/2014","7,877.25","7,847.75","7,884.75","7,830.50","","0.36%"
"10/02/2014","7,848.75","7,908.75","7,917.25","7,827.50","","-1.69%"
"10/01/2014","7,983.65","7,990.00","8,015.00","7,971.45","6.41M","-0.19%"
